address_state,emp_length,grade,home_ownership,purpose,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,is_bad_loan,predicted_default_risk
TX,3 years,D,MORTGAGE,small business, 36 months,Not Verified,34800.0,0.2041,69.98,0.1565,2000,11,0,0
TX,3 years,D,MORTGAGE,small business, 36 months,Not Verified,160000.0,0.0531,703.15,0.16,20000,43,0,0
TX,4 years,D,MORTGAGE,small business, 36 months,Not Verified,74000.0,0.1116,430.74,0.1689,12100,28,0,0
LA,5 years,D,MORTGAGE,small business, 36 months,Not Verified,50000.0,0.0086,207.87,0.1496,6000,18,0,0
WA,5 years,D,MORTGAGE,small business, 36 months,Not Verified,75828.0,0.1397,326.57,0.1367,9600,24,0,0
FL,7 years,D,MORTGAGE,small business, 36 months,Not Verified,50000.0,0.217,210.92,0.1599,6000,12,0,0
OR,8 years,D,MORTGAGE,small business, 36 months,Not Verified,43200.0,0.215,475.58,0.1484,13750,21,0,0
TX,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,115000.0,0.1012,577.46,0.1461,16750,44,0,0
WA,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,135000.0,0.2074,551.61,0.1461,16000,24,0,0
TX,4 years,D,MORTGAGE,small business, 36 months,Not Verified,48600.0,0.0775,350.11,0.157,10000,16,0,0
MI,1 year,D,MORTGAGE,small business, 36 months,Not Verified,65000.0,0.1388,874.66,0.1565,25000,13,0,0
OH,10+ years,D,MORTGAGE,small business, 36 months,Not Verified,80000.0,0.0081,870.39,0.1531,25000,20,0,0
MO,2 years,D,MORTGAGE,small business, 36 months,Not Verified,41000.0,0.1062,277.53,0.1505,8000,39,0,0
MT,3 years,D,MORTGAGE,small business, 36 months,Not Verified,55000.0,0.1082,139.95,0.1565,4000,38,0,0
IL,6 years,D,MORTGAGE,small business, 36 months,Not Verified,70000.0,0.0943,175.97,0.1607,5000,15,0,0
NJ,9 years,D,MORTGAGE,small business, 36 months,Not Verified,135000.0,0.1113,349.7,0.1562,10000,27,0,0
CA,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,15000.0,0.1504,139.39,0.1537,4000,32,0,0
NJ,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,74000.0,0.1265,527.36,0.16,15000,18,0,0
MI,8 years,D,MORTGAGE,small business, 36 months,Not Verified,62400.0,0.2,290.89,0.1409,8500,37,0,0
MD,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,120000.0,0.164,193.81,0.152,5575,48,0,0
NV,1 year,D,MORTGAGE,small business, 36 months,Not Verified,36000.0,0.0507,48.79,0.1537,1400,6,0,0
CA,10+ years,D,MORTGAGE,small business, 36 months,Not Verified,120000.0,0.172,262.4,0.1565,7500,39,0,0
FL,3 years,D,MORTGAGE,small business, 36 months,Not Verified,65000.0,0.1097,209.82,0.1562,6000,21,0,0
IL,4 years,D,MORTGAGE,small business, 36 months,Not Verified,79000.0,0.1258,70.32,0.16,2000,17,0,0
PA,6 years,D,MORTGAGE,small business, 36 months,Not Verified,65000.0,0.1728,769.7,0.1565,22000,14,0,0
CA,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,135000.0,0.0804,620.56,0.1461,18000,12,0,0
TX,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,165000.0,0.1743,344.76,0.1461,10000,51,0,0
WA,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,75000.0,0.0056,815.66,0.16,23200,6,0,0
MT,6 years,D,MORTGAGE,small business, 36 months,Not Verified,70000.0,0.1725,350.11,0.157,10000,24,0,0
AZ,1 year,D,MORTGAGE,small business, 36 months,Not Verified,88200.0,0.0556,655.03,0.1461,19000,40,0,0
OH,1 year,D,MORTGAGE,small business, 36 months,Not Verified,110000.0,0.0269,870.39,0.1531,25000,34,0,0
MD,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,128000.0,0.2408,269.82,0.1531,7750,22,0,0
UT,< 1 year,D,MORTGAGE,small business, 36 months,Not Verified,90000.0,0.1589,678.9,0.1531,19500,36,0,0
TX,7 years,D,MORTGAGE,small business, 36 months,Not Verified,70000.0,0.1721,281.26,0.16,8000,52,0,0
OH,2 years,E,MORTGAGE,small business, 36 months,Not Verified,82000.0,0.0868,346.32,0.1493,10000,16,0,0
MD,10+ years,E,MORTGAGE,small business, 36 months,Not Verified,69736.0,0.0,89.19,0.1704,2500,27,0,0
GA,9 years,E,MORTGAGE,small business, 36 months,Not Verified,42000.0,0.1857,537.01,0.1635,15200,32,0,0
MD,2 years,E,MORTGAGE,small business, 36 months,Not Verified,49000.0,0.1239,698.91,0.1557,20000,38,0,0
NY,1 year,E,MORTGAGE,small business, 36 months,Not Verified,77004.0,0.0746,85.62,0.1704,2400,21,0,0
MN,2 years,E,MORTGAGE,small business, 36 months,Not Verified,140000.0,0.1125,529.94,0.1635,15000,31,0,0
CO,2 years,E,MORTGAGE,small business, 36 months,Not Verified,77000.0,0.1152,353.3,0.1635,10000,38,0,0
MA,< 1 year,E,MORTGAGE,small business, 36 months,Not Verified,85000.0,0.1561,354.7,0.1663,10000,36,0,0
PA,2 years,F,MORTGAGE,small business, 36 months,Not Verified,78000.0,0.0918,539.13,0.1758,15000,37,0,0
LA,< 1 year,F,MORTGAGE,small business, 36 months,Not Verified,125000.0,0.0996,550.81,0.1913,15000,34,0,0
TX,< 1 year,F,MORTGAGE,small business, 36 months,Not Verified,120000.0,0.0935,184.49,0.1947,5000,36,0,0
SC,< 1 year,F,MORTGAGE,small business, 36 months,Not Verified,89400.0,0.0126,363.7,0.1843,10000,16,0,0
TX,< 1 year,F,MORTGAGE,small business, 36 months,Not Verified,67846.08,0.1174,383.73,0.1947,10400,8,0,0
VA,< 1 year,F,MORTGAGE,small business, 36 months,Not Verified,135000.0,0.0673,836.51,0.1843,23000,24,0,0
OH,2 years,F,MORTGAGE,small business, 36 months,Not Verified,340000.0,0.1199,907.6,0.183,25000,41,0,0
FL,7 years,G,MORTGAGE,small business, 36 months,Not Verified,75000.0,0.1125,447.01,0.2017,12000,16,0,0
OR,< 1 year,G,MORTGAGE,small business, 36 months,Not Verified,76800.0,0.0572,755.69,0.2121,20000,12,0,0
TX,7 years,G,MORTGAGE,small business, 36 months,Not Verified,55000.0,0.1787,556.1,0.1982,15000,14,0,0
AL,10+ years,D,MORTGAGE,small business, 36 months,Not Verified,40000.0,0.0582,104.96,0.1565,3000,19,0,0
VA,3 years,E,OTHER,small business, 36 months,Not Verified,96000.0,0.1546,425.64,0.1663,12000,22,0,0
NY,4 years,A,OWN,small business, 36 months,Not Verified,35000.0,0.1056,315.63,0.0849,10000,36,0,0
FL,9 years,A,OWN,small business, 36 months,Not Verified,118000.0,0.0011,437.93,0.0788,14000,22,0,0
TX,< 1 year,A,OWN,small business, 36 months,Not Verified,11000.0,0.2498,44.73,0.0932,1400,18,0,0
FL,10+ years,A,OWN,small business, 36 months,Not Verified,69996.0,0.0108,255.58,0.0932,8000,21,0,0
MT,< 1 year,A,OWN,small business, 36 months,Not Verified,50000.0,0.1546,327.37,0.0963,10200,15,0,0
NY,5 years,A,OWN,small business, 36 months,Not Verified,60000.0,0.0676,385.14,0.0963,12000,17,0,0
CT,8 years,A,OWN,small business, 36 months,Not Verified,44894.0,0.1179,112.61,0.0788,3600,24,0,0
IL,4 years,A,OWN,small business, 36 months,Not Verified,66500.0,0.0745,370.48,0.0699,12000,44,0,0
TX,10+ years,B,OWN,small business, 36 months,Not Verified,600000.0,0.0461,518.16,0.1025,16000,18,0,0
SC,2 years,B,OWN,small business, 36 months,Not Verified,60000.0,0.1648,324.46,0.1038,10000,23,0,0
OH,5 years,B,OWN,small business, 36 months,Not Verified,30000.0,0.036,97.31,0.1036,3000,20,0,0
PA,2 years,B,OWN,small business, 36 months,Not Verified,40000.0,0.0546,161.34,0.1,5000,8,0,0
CO,< 1 year,B,OWN,small business, 36 months,Not Verified,28800.0,0.2483,176.26,0.1111,5375,12,0,0
IL,5 years,C,OWN,small business, 36 months,Not Verified,58000.0,0.0213,151.97,0.1316,4500,9,0,0
AZ,< 1 year,C,OWN,small business, 36 months,Not Verified,60000.0,0.2182,536.95,0.1272,16000,30,0,0
WA,< 1 year,D,OWN,small business, 36 months,Not Verified,60000.0,0.1906,562.52,0.16,16000,14,0,0
OH,3 years,E,OWN,small business, 36 months,Not Verified,32000.0,0.1748,158.21,0.16,4500,7,0,0
AZ,5 years,C,OWN,small business, 36 months,Not Verified,40000.0,0.0462,203.54,0.1347,6000,13,0,0
CA,1 year,A,RENT,small business, 36 months,Not Verified,20000.0,0.174,211.88,0.0542,7025,8,0,0
MS,1 year,A,RENT,small business, 36 months,Not Verified,40000.0,0.2415,187.14,0.0768,6000,13,0,0
CA,1 year,A,RENT,small business, 36 months,Not Verified,24000.0,0.035,154.21,0.0692,5000,7,0,0
MA,1 year,A,RENT,small business, 36 months,Not Verified,60000.0,0.0486,260.49,0.0729,8400,12,0,0
TX,10+ years,A,RENT,small business, 36 months,Not Verified,43337.0,0.2489,308.41,0.0692,10000,8,0,0
NJ,10+ years,A,RENT,small business, 36 months,Not Verified,68000.0,0.0445,217.78,0.0751,7000,8,0,0
NJ,10+ years,A,RENT,small business, 36 months,Not Verified,60000.0,0.1074,330.44,0.0654,17500,46,0,0
MD,2 years,A,RENT,small business, 36 months,Not Verified,62000.0,0.0753,126.68,0.0542,4200,10,0,0
NY,2 years,A,RENT,small business, 36 months,Not Verified,52000.0,0.0916,375.49,0.079,12000,11,0,0
CA,2 years,A,RENT,small business, 36 months,Not Verified,50000.0,0.078,223.63,0.0932,7000,17,0,0
HI,2 years,A,RENT,small business, 36 months,Not Verified,62000.0,0.0635,192.57,0.0963,6000,5,0,0
VA,3 years,A,RENT,small business, 36 months,Not Verified,85000.0,0.0064,301.6,0.0542,10000,7,0,0
VT,3 years,A,RENT,small business, 36 months,Not Verified,22178.61,0.0584,76.05,0.0599,2500,16,0,0
WI,3 years,A,RENT,small business, 36 months,Not Verified,21000.0,0.1211,31.11,0.0749,1000,8,0,0
PA,3 years,A,RENT,small business, 36 months,Not Verified,25200.0,0.1886,187.75,0.079,6000,18,0,0
TX,4 years,A,RENT,small business, 36 months,Not Verified,24000.0,0.0095,95.85,0.0932,3000,5,0,0
VA,4 years,A,RENT,small business, 36 months,Not Verified,32000.0,0.0926,203.23,0.089,6400,12,0,0
CA,5 years,A,RENT,small business, 36 months,Not Verified,60000.0,0.141,105.56,0.0542,3500,16,0,0
CA,5 years,A,RENT,small business, 36 months,Not Verified,32000.0,0.2426,154.37,0.0699,5000,21,0,0
CO,5 years,A,RENT,small business, 36 months,Not Verified,26400.0,0.0441,156.46,0.079,5000,4,0,0
IL,5 years,A,RENT,small business, 36 months,Not Verified,45000.0,0.1797,438.13,0.0791,14000,8,0,0
NY,6 years,A,RENT,small business, 36 months,Not Verified,77100.0,0.0039,257.79,0.0699,8350,13,0,0
CA,7 years,A,RENT,small business, 36 months,Not Verified,75000.0,0.119,93.57,0.0768,3000,17,0,0
CA,< 1 year,A,RENT,small business, 36 months,Not Verified,40000.0,0.0153,64.27,0.0639,2100,16,0,0
WI,< 1 year,A,RENT,small business, 36 months,Not Verified,13000.0,0.168,156.69,0.08,5000,15,0,0
NY,< 1 year,A,RENT,small business, 36 months,Not Verified,45000.0,0.0413,62.23,0.0751,2000,8,0,0
CO,< 1 year,A,RENT,small business, 36 months,Not Verified,19200.0,0.0725,111.82,0.0932,3500,9,0,0
CO,1 year,A,RENT,small business, 36 months,Not Verified,65000.0,0.0849,90.99,0.0579,3000,43,0,0
IL,10+ years,A,RENT,small business, 36 months,Not Verified,96000.0,0.1757,230.41,0.0849,7300,38,0,0
VT,2 years,A,RENT,small business, 36 months,Not Verified,30000.0,0.0264,32.1,0.0963,1000,12,0,0
CA,3 years,A,RENT,small business, 36 months,Not Verified,70000.0,0.1011,370.48,0.0699,12000,15,0,0
IL,4 years,A,RENT,small business, 36 months,Not Verified,40000.0,0.1878,77.19,0.0699,2500,7,0,0
AR,5 years,A,RENT,small business, 36 months,Not Verified,55000.0,0.1737,109.51,0.0599,3600,22,0,0
VA,< 1 year,A,RENT,small business, 36 months,Not Verified,50000.0,0.1757,159.74,0.0932,5000,22,0,0
TX,< 1 year,A,RENT,small business, 36 months,Not Verified,50000.0,0.0346,312.81,0.0788,10000,10,0,0
OH,1 year,A,RENT,small business, 36 months,Not Verified,12480.0,0.0154,226.68,0.0692,7350,15,0,0
CA,4 years,A,RENT,small business, 36 months,Not Verified,56000.0,0.0073,222.83,0.0907,7000,18,0,0
CA,7 years,A,RENT,small business, 36 months,Not Verified,60000.0,0.2032,311.11,0.0751,10000,24,0,0
MA,2 years,A,RENT,small business, 36 months,Not Verified,38400.0,0.0644,217.77,0.0751,7000,33,0,0
CA,5 years,A,RENT,small business, 36 months,Not Verified,26000.0,0.1906,140.74,0.0749,6000,25,0,0
TX,2 years,B,RENT,small business, 36 months,Not Verified,27000.0,0.2182,312.92,0.0963,9750,12,0,0
CA,2 years,B,RENT,small business, 36 months,Not Verified,108000.0,0.0487,325.74,0.1065,10000,18,0,0
CA,2 years,B,RENT,small business, 36 months,Not Verified,37440.0,0.1436,261.89,0.1099,8000,10,0,0
CA,2 years,B,RENT,small business, 36 months,Not Verified,30000.0,0.1828,99.5,0.1189,3000,13,0,0
MN,3 years,B,RENT,small business, 36 months,Not Verified,35000.0,0.0664,322.11,0.0988,10000,5,0,0
CA,3 years,B,RENT,small business, 36 months,Not Verified,20000.0,0.1848,119.08,0.1171,3600,6,0,0
TX,3 years,B,RENT,small business, 36 months,Not Verified,44000.0,0.099,117.41,0.1269,3500,11,0,0
NY,4 years,B,RENT,small business, 36 months,Not Verified,60000.0,0.0626,468.86,0.1062,14400,23,0,0
NY,5 years,B,RENT,small business, 36 months,Not Verified,29000.0,0.0265,194.31,0.1025,6000,10,0,0
TX,5 years,B,RENT,small business, 36 months,Not Verified,71000.0,0.2195,166.05,0.1199,5000,15,0,0
MD,7 years,B,RENT,small business, 36 months,Not Verified,43288.0,0.0862,326.16,0.1074,10000,4,0,0
OH,8 years,B,RENT,small business, 36 months,Not Verified,52000.0,0.0565,49.82,0.1199,1500,6,0,0
WA,< 1 year,B,RENT,small business, 36 months,Not Verified,35000.0,0.0751,105.17,0.1126,3200,6,0,0
TX,< 1 year,B,RENT,small business, 36 months,Not Verified,18000.0,0.1807,198.09,0.1158,6000,11,0,0
CA,< 1 year,B,RENT,small business, 36 months,Not Verified,60000.0,0.0648,303.45,0.1114,20000,5,0,0
CT,1 year,B,RENT,small business, 36 months,Not Verified,40000.0,0.1107,396.17,0.1158,12000,22,0,0
WI,3 years,B,RENT,small business, 36 months,Not Verified,74500.0,0.1709,193.58,0.0999,6000,22,0,0
NY,4 years,B,RENT,small business, 36 months,Not Verified,64000.0,0.0793,332.1,0.1199,10000,7,0,0
OH,< 1 year,B,RENT,small business, 36 months,Not Verified,22000.0,0.1713,264.31,0.1163,8000,6,0,0
CO,1 year,B,RENT,small business, 36 months,Not Verified,25000.0,0.1699,129.71,0.0991,4025,15,0,0
AZ,10+ years,B,RENT,small business, 36 months,Not Verified,50000.0,0.1637,162.21,0.1037,5000,7,0,0
CA,2 years,B,RENT,small business, 36 months,Not Verified,54000.0,0.2169,329.57,0.1146,10000,11,0,0
NJ,3 years,B,RENT,small business, 36 months,Not Verified,93000.0,0.1926,387.21,0.1,12000,38,0,0
IL,4 years,B,RENT,small business, 36 months,Not Verified,49000.0,0.1788,818.38,0.1099,25000,24,0,0
NY,4 years,B,RENT,small business, 36 months,Not Verified,50252.0,0.1309,164.79,0.1146,5000,10,0,0
CA,6 years,B,RENT,small business, 36 months,Not Verified,80000.0,0.2477,177.97,0.1114,9600,10,0,0
CA,7 years,B,RENT,small business, 36 months,Not Verified,85000.0,0.1824,391.39,0.1074,12000,27,0,0
CA,9 years,B,RENT,small business, 36 months,Not Verified,120000.0,0.036,822.78,0.1136,25000,28,0,0
CA,< 1 year,B,RENT,small business, 36 months,Not Verified,53000.0,0.1001,183.9,0.0999,5700,24,0,0
CT,1 year,B,RENT,small business, 36 months,Not Verified,33996.0,0.0215,309.22,0.0988,9600,11,0,0
CA,1 year,B,RENT,small business, 36 months,Not Verified,86400.0,0.1338,79.96,0.1149,2425,24,0,0
OH,1 year,B,RENT,small business, 36 months,Not Verified,35000.0,0.013,266.52,0.1221,8000,8,0,0
MN,2 years,B,RENT,small business, 36 months,Not Verified,37000.0,0.0091,65.73,0.1126,2000,4,0,0
OK,2 years,B,RENT,small business, 36 months,Not Verified,24000.0,0.206,81.44,0.1065,2500,9,0,0
KS,4 years,B,RENT,small business, 36 months,Not Verified,60000.0,0.0846,321.36,0.1111,9800,22,0,0
MA,9 years,B,RENT,small business, 36 months,Not Verified,85000.0,0.0041,237.7,0.1158,7200,13,0,0
NJ,10+ years,B,RENT,small business, 36 months,Not Verified,55000.0,0.029,315.49,0.1126,9600,5,0,0
NY,3 years,B,RENT,small business, 36 months,Not Verified,75000.0,0.102,169.63,0.1075,5200,11,0,0
FL,4 years,B,RENT,small business, 36 months,Not Verified,25591.0,0.2452,162.87,0.1065,5000,28,0,0
CA,2 years,B,RENT,small business, 36 months,Not Verified,70000.0,0.0919,194.62,0.1036,6000,41,0,0
WV,4 years,B,RENT,small business, 36 months,Not Verified,67200.0,0.1216,164.56,0.1136,5000,10,0,0
CA,1 year,C,RENT,small business, 36 months,Not Verified,93000.0,0.0195,407.09,0.1348,12000,6,0,0
NJ,2 years,C,RENT,small business, 36 months,Not Verified,55000.0,0.0873,202.14,0.1299,6000,12,0,0
NY,4 years,C,RENT,small business, 36 months,Not Verified,123000.0,0.157,95.01,0.1349,2800,18,0,0
CA,5 years,C,RENT,small business, 36 months,Not Verified,84000.0,0.1139,339.31,0.1349,10000,10,0,0
CA,5 years,C,RENT,small business, 36 months,Not Verified,30000.0,0.0896,303.21,0.1299,9000,22,0,0
NY,5 years,C,RENT,small business, 36 months,Not Verified,30000.0,0.1632,169.95,0.1361,5000,8,0,0
NY,6 years,C,RENT,small business, 36 months,Not Verified,50252.0,0.0158,68.28,0.1392,2000,13,0,0
CA,< 1 year,C,RENT,small business, 36 months,Not Verified,80000.0,0.0856,166.63,0.1223,5000,13,0,0
TX,1 year,C,RENT,small business, 36 months,Not Verified,80000.0,0.0404,335.67,0.1273,10000,28,0,0
CA,1 year,C,RENT,small business, 36 months,Not Verified,96000.0,0.1395,674.27,0.1304,20000,5,0,0
CA,2 years,C,RENT,small business, 36 months,Not Verified,120000.0,0.0638,539.57,0.1306,16000,16,0,0
MD,3 years,C,RENT,small business, 36 months,Not Verified,40000.0,0.1269,136.33,0.138,4000,8,0,0
FL,2 years,C,RENT,small business, 36 months,Not Verified,66000.0,0.1465,276.51,0.1479,8000,22,0,0
GA,< 1 year,C,RENT,small business, 36 months,Not Verified,53000.0,0.1906,411.41,0.1422,12000,26,0,0
RI,2 years,C,RENT,small business, 36 months,Not Verified,136000.0,0.1161,414.35,0.1472,12000,40,0,0
VA,2 years,C,RENT,small business, 36 months,Not Verified,37000.0,0.0775,217.53,0.1361,6400,11,0,0
CA,4 years,C,RENT,small business, 36 months,Not Verified,67000.0,0.1501,80.86,0.1299,2400,18,0,0
MO,< 1 year,C,RENT,small business, 36 months,Not Verified,32000.0,0.246,170.84,0.1398,5000,22,0,0
NY,1 year,C,RENT,small business, 36 months,Not Verified,42500.0,0.2404,211.65,0.1392,6200,6,0,0
CA,10+ years,C,RENT,small business, 36 months,Not Verified,60000.0,0.0348,514.27,0.1422,15000,17,0,0
CA,6 years,C,RENT,small business, 36 months,Not Verified,30000.0,0.2368,288.41,0.1349,8500,28,0,0
NY,1 year,D,RENT,small business, 36 months,Not Verified,45000.0,0.0384,210.92,0.1599,6000,3,0,0
NY,1 year,D,RENT,small business, 36 months,Not Verified,26000.0,0.0138,348.16,0.1531,10000,8,0,0
NY,1 year,D,RENT,small business, 36 months,Not Verified,27036.0,0.1553,478.71,0.1531,13750,14,0,0
AZ,1 year,D,RENT,small business, 36 months,Not Verified,102000.0,0.0736,874.66,0.1565,25000,36,0,0
FL,10+ years,D,RENT,small business, 36 months,Not Verified,121000.0,0.1309,634.35,0.1461,18400,16,0,0
NY,2 years,D,RENT,small business, 36 months,Not Verified,26400.0,0.09,211.81,0.1629,6000,5,0,0
NY,2 years,D,RENT,small business, 36 months,Not Verified,42000.0,0.1771,172.33,0.1459,5000,14,0,0
CA,2 years,D,RENT,small business, 36 months,Not Verified,60000.0,0.143,417.79,0.1531,12000,16,0,0
IL,3 years,D,RENT,small business, 36 months,Not Verified,60000.0,0.1945,275.72,0.1459,8000,12,0,0
FL,3 years,D,RENT,small business, 36 months,Not Verified,49000.0,0.049,103.94,0.1496,3000,12,0,0
CA,< 1 year,D,RENT,small business, 36 months,Not Verified,29950.0,0.1498,367.97,0.1411,10750,14,0,0
LA,< 1 year,D,RENT,small business, 36 months,Not Verified,75000.0,0.0702,554.32,0.1496,16000,12,0,0
FL,< 1 year,D,RENT,small business, 36 months,Not Verified,20000.0,0.189,227.41,0.1565,6500,4,0,0
MA,< 1 year,D,RENT,small business, 36 months,Not Verified,10000.0,0.012,34.54,0.1474,1000,6,0,0
CA,2 years,D,RENT,small business, 36 months,Not Verified,60000.0,0.0724,338.68,0.1336,10000,26,0,0
CA,1 year,D,RENT,small business, 36 months,Not Verified,98000.0,0.114,878.94,0.16,25000,19,0,0
NY,10+ years,D,RENT,small business, 36 months,Not Verified,52000.0,0.0035,699.73,0.1565,20000,9,0,0
OR,2 years,D,RENT,small business, 36 months,Not Verified,26568.0,0.1274,140.63,0.16,4000,6,0,0
FL,3 years,D,RENT,small business, 36 months,Not Verified,50000.0,0.0679,172.69,0.1474,5000,4,0,0
CA,< 1 year,D,RENT,small business, 36 months,Not Verified,55000.0,0.1966,278.53,0.1531,8000,22,0,0
NY,< 1 year,D,RENT,small business, 36 months,Not Verified,36000.0,0.0443,314.88,0.1565,9000,12,0,0
FL,10+ years,D,RENT,small business, 36 months,Not Verified,150000.0,0.0701,843.78,0.16,24000,33,0,0
CT,10+ years,D,RENT,small business, 36 months,Not Verified,33280.0,0.1377,171.15,0.1411,5000,15,0,1
CA,10+ years,D,RENT,small business, 36 months,Not Verified,65000.0,0.2077,346.47,0.1496,10000,36,0,0
CA,2 years,D,RENT,small business, 36 months,Not Verified,60000.0,0.159,703.15,0.16,20000,19,0,0
CO,5 years,D,RENT,small business, 36 months,Not Verified,45000.0,0.1568,61.62,0.1411,1800,62,0,0
OK,8 years,D,RENT,small business, 36 months,Not Verified,42960.0,0.0084,430.94,0.1461,12500,16,0,0
NY,< 1 year,D,RENT,small business, 36 months,Not Verified,100000.0,0.0505,413.71,0.1461,12000,9,0,0
KY,1 year,D,RENT,small business, 36 months,Not Verified,37500.0,0.103,232.76,0.1411,6800,11,0,0
NC,1 year,D,RENT,small business, 36 months,Not Verified,35000.0,0.0223,177.0,0.1649,5000,22,0,0
WA,1 year,D,RENT,small business, 36 months,Not Verified,60000.0,0.2074,699.73,0.1565,20000,11,0,0
CO,1 year,D,RENT,small business, 36 months,Not Verified,38900.0,0.0814,703.15,0.16,20000,11,0,0
CA,3 years,D,RENT,small business, 36 months,Not Verified,35000.0,0.0425,175.05,0.157,5000,10,0,0
WI,7 years,D,RENT,small business, 36 months,Not Verified,92200.0,0.0047,866.13,0.1496,25000,34,0,0
IL,7 years,D,RENT,small business, 36 months,Not Verified,36000.0,0.161,560.18,0.157,16000,10,0,0
CO,< 1 year,D,RENT,small business, 36 months,Not Verified,80000.0,0.0703,284.79,0.1689,8000,17,0,0
CA,1 year,E,RENT,small business, 36 months,Not Verified,45000.0,0.1035,180.11,0.1774,5000,9,0,0
CO,2 years,E,RENT,small business, 36 months,Not Verified,70000.0,0.0257,247.31,0.1635,7000,10,0,1
GA,< 1 year,E,RENT,small business, 36 months,Not Verified,40000.0,0.0078,529.94,0.1635,15000,5,0,0
PA,< 1 year,E,RENT,small business, 36 months,Not Verified,75000.0,0.204,532.53,0.167,15000,29,0,0
CA,< 1 year,E,RENT,small business, 36 months,Not Verified,50000.0,0.0996,214.05,0.1704,6000,8,0,0
CA,1 year,E,RENT,small business, 36 months,Not Verified,34560.0,0.0632,74.92,0.1704,2100,8,0,0
WA,4 years,E,RENT,small business, 36 months,Not Verified,64000.0,0.0951,335.63,0.1635,9500,26,0,0
CA,4 years,E,RENT,small business, 36 months,Not Verified,95000.0,0.2268,420.02,0.1568,12000,10,0,0
NY,1 year,E,RENT,small business, 36 months,Not Verified,50000.0,0.0036,565.27,0.1635,16000,12,0,0
TX,3 years,E,RENT,small business, 36 months,Not Verified,70000.0,0.1534,179.24,0.1739,5000,19,0,0
NJ,< 1 year,E,RENT,small business, 36 months,Not Verified,62000.0,0.2386,170.41,0.167,4800,26,0,0
MN,1 year,F,RENT,small business, 36 months,Not Verified,18000.0,0.098,202.7,0.1809,5600,13,0,0
NY,1 year,F,RENT,small business, 36 months,Not Verified,55000.0,0.1207,90.65,0.1821,2500,28,0,0
FL,2 years,F,RENT,small business, 36 months,Not Verified,48000.0,0.0503,215.66,0.1758,6000,6,0,0
MI,< 1 year,F,RENT,small business, 36 months,Not Verified,57996.0,0.0735,122.21,0.1758,3400,9,0,0
NY,< 1 year,F,RENT,small business, 36 months,Not Verified,55000.0,0.0238,557.24,0.1913,15175,15,0,0
AZ,2 years,F,RENT,small business, 36 months,Not Verified,33276.0,0.0418,305.51,0.1843,8400,10,0,0
TX,< 1 year,F,RENT,small business, 36 months,Not Verified,20000.0,0.1032,181.85,0.1843,5000,6,0,0
CA,< 1 year,F,RENT,small business, 36 months,Not Verified,25000.0,0.2064,188.22,0.1843,5175,24,0,0
FL,4 years,G,RENT,small business, 36 months,Not Verified,40000.0,0.0738,519.03,0.1982,14000,5,0,1
CT,2 years,G,RENT,small business, 36 months,Not Verified,51996.0,0.0553,185.37,0.1982,5000,9,0,0
VA,4 years,G,RENT,small business, 36 months,Not Verified,42000.0,0.146,58.78,0.1916,1600,6,0,0
TX,< 1 year,G,RENT,small business, 36 months,Not Verified,156000.0,0.1045,491.2,0.2121,13000,31,0,0
AR,3 years,B,RENT,small business, 36 months,Not Verified,37000.0,0.1544,160.45,0.0962,5000,12,0,0
MN,< 1 year,F,RENT,small business, 36 months,Not Verified,65000.0,0.0279,91.37,0.1878,2500,7,0,0
MD,< 1 year,D,RENT,small business, 36 months,Not Verified,29000.0,0.0248,416.3,0.1505,12000,15,0,0
FL,8 years,A,MORTGAGE,small business, 36 months,Not Verified,25000.0,0.1949,184.23,0.0662,6000,19,0,0
AZ,1 year,A,MORTGAGE,small business, 36 months,Not Verified,23000.0,0.0214,77.03,0.0963,2400,23,0,0
NC,3 years,B,MORTGAGE,small business, 36 months,Not Verified,82000.0,0.1159,486.62,0.1037,15000,25,0,0
CA,9 years,B,MORTGAGE,small business, 36 months,Not Verified,92000.0,0.1405,427.23,0.1126,13000,21,0,0
AZ,10+ years,C,MORTGAGE,small business, 36 months,Not Verified,50000.0,0.1663,411.19,0.1273,12250,34,0,0
NJ,1 year,C,MORTGAGE,small business, 36 months,Not Verified,85000.0,0.0178,244.76,0.1078,7500,24,0,0
TX,4 years,C,MORTGAGE,small business, 36 months,Not Verified,200000.0,0.0535,102.42,0.1392,3000,20,0,0
DE,5 years,C,MORTGAGE,small business, 36 months,Not Verified,60000.0,0.1024,130.38,0.1335,3850,16,0,0
TX,10+ years,C,MORTGAGE,small business, 36 months,Not Verified,40000.0,0.0765,201.25,0.1268,6000,20,0,0
FL,8 years,C,MORTGAGE,small business, 36 months,Not Verified,34174.0,0.0983,305.31,0.1347,9000,10,0,0
